id,flag,gdr_cd,age,mrg_situ_cd,edu_deg_cd,acdm_deg_cd,deg_cd,job_year,ic_ind,fr_or_sh_ind,dnl_mbl_bnk_ind,dnl_bind_cmb_lif_ind,hav_car_grp_ind,hav_hou_grp_ind,l6mon_agn_ind,frs_agn_dt_cnt,vld_rsk_ases_ind,fin_rsk_ases_grd_cd,confirm_rsk_ases_lvl_typ_cd,cust_inv_rsk_endu_lvl_cd,l6mon_daim_aum_cd,tot_ast_lvl_cd,pot_ast_lvl_cd,bk1_cur_year_mon_avg_agn_amt_cd,l12mon_buy_fin_mng_whl_tms,l12_mon_fnd_buy_whl_tms,l12_mon_insu_buy_whl_tms,l12_mon_gld_buy_whl_tms,loan_act_ind,pl_crd_lmt_cd,ovd_30d_loan_tot_cnt,his_lng_ovd_day,hld_crd_card_grd_cd,crd_card_act_ind,l1y_crd_card_csm_amt_dlm_cd,atdd_type,perm_crd_lmt_cd,cur_debit_cnt,cur_credit_cnt,cur_debit_min_opn_dt_cnt,cur_credit_min_opn_dt_cnt,cur_debit_crd_lvl
U34607,0,M,58,B,B,30,B,0,1,1,1,1,1,1,0,-1,0,-1,-1,1,7,-1,2,0,0,0,0,0,1,0,0,0,20,1,5,0,8,4,3,4212,3774,40
U34598,0,F,49,B,B,30,~,0,0,0,1,1,0,0,1,1193,1,3,4,1,5,2,3,3,5,3,0,0,0,0,0,0,20,0,3,0,2,1,2,2631,649,20
U34422,0,M,46,B,K,Z,,0,0,0,1,1,1,0,1,1200,0,-1,-1,4,4,-1,3,2,0,0,0,0,0,0,0,0,20,1,4,0,3,3,2,4053,4047,20
U34388,0,F,52,B,B,30,~,24,0,0,1,1,1,0,1,1278,0,-1,-1,1,2,3,4,4,0,0,0,0,0,0,0,0,20,1,3,0,4,2,2,4022,3378,10
U34345,0,F,34,B,C,Z,~,2,0,0,1,1,1,0,0,319,0,-1,3,1,2,8,6,0,0,0,0,0,0,0,0,0,10,1,5,0,7,3,1,3985,4474,20
U34317,0,F,57,B,F,Z,~,2,0,0,1,1,0,0,0,-1,1,1,-1,1,1,-1,2,0,0,0,0,0,0,0,0,0,10,1,3,0,8,1,2,3957,4809,10
U34182,0,F,42,B,C,31,,9,0,0,1,1,0,0,1,440,0,-1,-1,1,2,-1,4,2,0,0,0,0,0,0,0,0,20,1,2,0,3,1,1,3821,1675,10
U34109,0,F,45,B,C,31,~,7,0,0,1,1,0,0,1,166,0,-1,-1,1,1,4,5,1,0,0,0,0,0,0,0,0,20,1,1,,3,1,1,3785,2497,10
U34106,0,M,43,B,C,31,,18,0,0,1,1,1,0,1,1278,0,-1,-1,1,3,3,4,4,0,0,0,0,0,0,0,0,10,1,1,,3,2,1,3779,2239,10
U33976,0,M,38,B,A,C,C,0,1,1,1,0,1,1,1,1278,0,-1,3,1,3,-1,2,6,0,0,0,0,1,5,0,1,20,1,5,0,5,5,2,2025,2819,20
U33839,0,M,34,B,C,31,,5,0,1,1,0,0,0,0,-1,0,-1,-1,1,1,-1,2,0,0,0,0,0,0,0,0,0,20,0,1,0,8,3,2,3536,1060,10
U33623,0,F,36,B,A,C,~,0,0,0,1,1,1,0,0,-1,0,-1,3,1,1,-1,2,0,0,0,0,0,0,0,0,0,35,1,4,0,7,1,2,3285,3103,10
U33474,0,F,50,B,C,31,~,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,3,4,2,0,0,0,0,0,0,0,0,0,10,1,4,0,3,1,1,1603,5294,10
U33473,0,F,44,B,Z,Z,~,0,0,0,1,1,0,0,1,1166,0,-1,-1,7,2,-1,3,2,0,0,0,0,0,0,0,0,10,1,3,0,5,1,1,3085,1376,10
U33470,0,M,34,B,F,G,~,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,2,-1,4,0,0,0,0,0,0,0,0,0,10,0,1,,4,2,1,3083,2032,10
U33403,0,F,42,B,B,30,,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,4,4,2,0,0,0,0,0,0,0,0,0,10,1,4,0,4,1,1,2294,1776,10
U33040,0,F,37,B,C,31,,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,2,-1,2,0,0,0,0,0,1,4,0,2,35,1,5,,7,2,2,2489,2069,10
U33022,0,F,36,B,B,30,~,0,0,0,1,1,1,0,0,1169,1,1,-1,1,2,-1,3,0,0,4,0,0,1,3,0,0,20,1,5,0,3,10,2,1698,4291,20
U32980,0,F,43,A,K,Z,,1,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,2,3,0,0,0,0,0,0,0,0,0,10,1,2,0,6,2,1,2383,4260,20
U32811,0,F,42,B,C,31,,5,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,-1,4,0,0,0,0,0,0,0,0,0,20,1,4,0,5,2,1,2028,3103,20
U32778,0,F,38,B,B,30,B,0,0,0,1,1,1,0,0,-1,0,-1,2,1,3,-1,2,0,0,0,0,0,0,0,0,0,35,1,3,0,7,2,2,5061,4078,20
U32495,0,M,48,B,C,31,B,0,1,1,1,0,1,0,0,-1,0,-1,-1,7,9,-1,1,0,0,0,0,0,0,0,0,0,30,1,5,,8,5,1,3766,2173,40
U32368,0,M,37,B,A,C,,0,0,0,1,1,0,0,0,-1,1,2,2,1,5,9,3,0,6,4,0,0,0,0,0,0,20,1,4,0,3,1,2,2370,3437,20
U32333,0,M,37,B,C,31,Z,10,0,1,1,1,0,0,1,154,0,-1,2,6,4,-1,3,2,0,0,0,0,0,0,0,0,10,0,1,1,5,4,2,2286,1740,10
U32299,0,F,67,B,K,Z,A,35,1,1,1,1,1,0,0,-1,1,7,5,1,7,-1,6,0,0,42,0,0,0,0,0,0,10,1,1,0,7,5,1,5408,4778,40
U32136,0,M,49,A,B,30,B,0,0,0,1,1,1,0,0,-1,0,-1,-1,6,3,-1,4,0,0,0,0,0,0,0,0,0,20,1,2,0,1,4,1,7022,4625,20
U32116,0,F,49,B,Z,Z,~,0,0,0,1,1,1,0,0,-1,1,4,2,8,7,-1,2,0,13,0,0,0,0,0,0,0,40,1,5,0,7,1,3,110,95,40
U32082,0,F,45,B,A,Z,,0,1,1,1,1,1,0,1,353,1,3,4,1,7,10,2,6,77,1,0,0,0,0,0,0,20,1,3,0,4,6,2,6903,4139,40
U32052,0,M,41,B,F,G,~,4,0,1,1,1,1,0,0,-1,0,-1,-1,1,2,-1,4,0,0,0,0,0,0,0,0,0,10,1,3,,2,2,1,1991,402,20
U31958,0,M,39,A,B,Z,,2,0,0,1,0,1,0,0,1177,0,-1,-1,1,2,-1,6,0,0,0,0,0,1,5,0,0,20,1,4,0,7,5,3,5323,4778,10
U31931,0,F,42,A,B,30,,12,0,0,1,1,1,0,0,-1,0,-1,6,1,1,-1,2,0,0,0,0,0,0,0,0,0,20,1,5,,8,1,3,5517,1743,10
U31882,0,M,50,B,Z,Z,~,0,0,0,1,1,0,0,1,67,1,1,-1,1,2,-1,3,5,0,1,0,0,0,0,0,0,20,1,1,0,3,1,2,82,75,40
U31869,0,F,37,A,C,31,,0,0,1,1,1,1,0,1,1203,1,2,3,1,5,-1,3,2,0,9,0,0,0,0,0,0,20,1,5,0,6,2,2,5044,3774,20
U31803,0,F,37,A,~,Z,~,3,0,0,1,1,1,0,0,1190,1,1,-1,1,4,1,2,0,0,2,0,0,0,0,0,0,20,1,5,1,7,1,3,4660,5051,10
U31781,0,F,35,A,B,Z,,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,3,2,2,0,0,0,0,0,0,0,0,0,20,1,5,0,7,1,3,1355,4564,10
U31687,0,M,52,B,B,30,B,2,0,0,1,1,1,0,1,1216,0,-1,2,1,4,10,3,8,0,0,0,0,0,0,0,0,20,1,5,1,8,5,3,6968,4564,10
U31682,0,F,48,B,K,Z,,0,0,0,1,1,0,0,0,-1,0,-1,2,1,1,-1,5,0,0,0,0,0,0,0,0,0,10,1,3,,4,1,1,829,2008,10
U31674,0,F,48,B,K,31,,10,0,1,1,1,1,0,1,942,0,-1,-1,1,3,-1,2,7,0,0,0,0,0,0,0,0,20,1,5,1,7,2,1,4156,3164,20
U31549,0,F,39,A,B,30,~,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,3,4,2,0,0,0,0,0,0,0,0,0,35,1,3,0,7,4,2,6453,4717,20
U31336,0,M,51,B,B,30,,3,0,0,1,0,0,0,1,1194,0,-1,-1,1,5,-1,2,6,0,0,0,0,0,0,0,0,-1,0,0,0,3,1,1,1994,3256,40
U31171,0,M,51,B,B,30,B,0,0,1,1,1,1,0,0,-1,1,3,4,8,7,-1,2,0,1,17,0,0,0,0,0,0,20,1,4,1,8,5,3,5075,2666,40
U30887,0,F,37,A,B,30,~,1,1,1,1,1,1,0,0,623,1,3,3,1,6,-1,2,0,0,0,0,0,0,0,0,0,40,1,5,0,7,2,1,4621,454,40
U30863,0,F,39,A,C,31,A,1,0,0,1,1,0,1,1,57,0,-1,-1,1,2,-1,2,3,0,0,0,0,1,5,0,0,10,1,4,0,8,3,2,2420,4260,20
U30678,0,M,24,A,F,G,,5,0,0,1,1,0,0,1,1214,0,-1,-1,1,1,2,3,4,0,0,0,0,0,0,0,0,20,1,5,,5,3,1,2664,926,20
U30477,0,M,42,B,K,31,,2,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,2,6,0,0,0,0,0,0,0,0,0,20,0,1,,6,5,1,5080,2548,10
U30421,0,M,33,B,K,31,,1,0,1,1,1,1,0,0,871,0,-1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,20,1,5,,7,1,1,917,2387,10
U30297,0,M,45,B,,Z,,0,0,0,1,1,1,0,0,-1,1,3,5,1,5,-1,2,0,0,0,0,0,0,0,0,0,40,1,5,0,7,4,2,4429,3713,40
U30223,0,F,40,A,C,31,~,1,1,1,1,1,0,0,1,829,0,-1,2,1,3,-1,2,8,0,0,0,0,1,2,0,0,20,1,5,0,7,2,2,3472,4748,20
U29732,0,M,44,B,K,Z,~,0,0,1,1,1,1,0,1,335,0,-1,-1,1,2,-1,2,4,0,0,0,0,0,0,0,0,10,1,4,1,7,2,2,4415,4139,20
U29716,0,F,34,A,B,30,~,0,0,0,1,1,0,0,1,639,1,2,1,1,4,-1,3,4,4,3,0,0,0,0,0,0,10,1,1,,2,1,1,644,629,20
U29605,0,M,36,A,B,30,C,2,0,1,1,1,1,1,0,791,0,-1,-1,1,2,-1,3,0,0,0,0,0,1,6,0,8,10,0,0,0,3,4,1,3738,5082,10
U29264,0,M,41,B,B,30,,3,0,0,1,1,1,0,0,-1,0,-1,-1,1,2,-1,2,0,0,0,0,0,0,0,0,0,20,1,5,0,7,1,1,4745,4139,10
U29255,0,M,57,B,A,C,B,27,0,0,1,1,0,0,1,661,1,3,3,1,3,3,3,2,0,0,0,0,0,0,0,0,20,0,0,,7,1,1,869,2163,20
U29215,0,F,44,B,B,30,B,15,0,0,1,1,0,0,1,1190,0,-1,-1,1,4,-1,3,5,0,0,0,0,0,0,0,0,20,1,3,0,5,3,2,6380,4686,20
U29209,0,M,37,A,C,Z,A,1,0,0,1,0,1,0,1,1187,0,-1,-1,1,3,-1,2,5,0,0,0,0,0,0,0,0,20,1,4,0,7,1,1,3387,4839,20
U29057,0,F,39,B,C,31,,9,0,0,1,1,1,0,0,-1,1,2,2,6,6,-1,2,0,12,314,0,0,0,0,0,0,20,1,3,0,7,2,2,2662,4078,40
U28940,0,M,45,O,,Z,,3,0,1,1,1,1,0,0,871,0,-1,-1,1,2,6,4,0,0,0,0,0,0,0,0,0,10,1,3,0,5,2,2,5734,4748,10
U28919,0,M,57,B,B,30,~,15,0,1,1,0,0,0,1,502,0,-1,-1,1,3,-1,2,10,0,0,0,0,0,0,0,0,23,0,0,,8,2,1,2643,756,20
U28822,0,M,63,B,,Z,,3,0,0,1,1,1,0,0,-1,0,-1,6,1,3,3,3,0,0,0,0,0,0,0,0,0,20,1,4,0,5,1,2,5222,5235,10
U28820,0,F,43,B,A,C,~,20,0,1,1,1,1,0,1,1187,1,3,3,1,6,10,2,5,38,1,0,0,1,5,0,0,20,0,0,,7,3,1,5267,38,40
U28525,0,M,59,B,B,30,,34,0,0,1,1,0,0,1,1194,0,-1,1,1,2,3,4,2,0,0,0,0,0,0,0,0,20,0,1,,3,1,1,2077,993,20
U28281,0,M,55,B,B,Z,~,0,1,1,1,1,1,0,0,-1,1,3,4,4,7,10,2,0,16,0,0,0,0,0,0,0,20,1,5,0,8,2,2,3541,5782,40
U27982,0,M,49,B,A,C,,2,0,0,1,1,1,0,0,1213,1,4,4,3,6,-1,2,0,8,22,0,0,0,0,0,0,20,1,4,0,6,2,1,5479,4839,20
U27868,0,F,51,B,B,C,C,19,0,0,1,1,1,0,1,1151,1,4,4,1,6,9,2,2,0,5,0,0,1,0,0,0,20,1,5,0,7,5,2,3107,2078,40
U27821,0,F,41,B,B,30,~,0,0,1,1,1,1,0,0,325,1,2,2,1,1,-1,4,0,0,0,0,0,0,0,0,0,20,1,4,0,2,1,1,341,284,10
U27732,0,M,50,B,B,30,,17,0,0,1,1,1,0,0,-1,1,3,3,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,1,1,0,5,1,2,1245,4413,10
U27682,0,F,42,B,F,G,,0,0,0,1,1,1,0,0,-1,1,2,2,1,1,-1,3,0,0,0,0,0,0,0,0,0,20,1,5,0,6,1,1,4293,4230,10
U27653,0,M,56,B,C,31,,12,0,1,1,1,1,0,0,-1,1,1,3,1,5,5,2,0,0,0,0,0,0,0,0,0,20,1,3,0,7,1,1,1242,3925,40
U27445,0,M,35,B,B,30,,0,0,0,1,1,1,0,0,-1,1,2,5,7,5,-1,2,0,0,9,0,0,0,0,0,0,20,1,5,0,7,4,5,3599,4839,20
U27430,0,F,37,B,A,C,,3,0,0,1,1,1,0,1,1215,0,-1,-1,1,3,-1,4,4,0,0,0,0,0,0,0,0,20,1,1,0,4,1,1,3536,3499,20
U27347,0,F,47,A,B,Z,~,11,0,0,1,1,1,0,0,1020,0,-1,3,5,2,-1,3,0,0,0,0,0,0,0,0,0,20,1,3,0,7,3,1,3157,5752,10
U27227,0,F,39,B,B,31,~,0,0,0,1,1,1,0,1,857,0,-1,-1,1,2,-1,2,5,0,0,0,0,0,0,0,0,35,1,4,0,7,1,2,2309,3256,10
U27191,0,F,41,A,C,31,Z,1,1,1,1,0,1,1,0,-1,0,-1,-1,1,3,-1,2,0,0,0,0,0,1,5,0,28,20,1,4,0,7,4,1,3521,5508,20
U27171,0,M,43,B,C,31,~,2,0,0,1,1,1,1,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,1,0,0,0,10,1,2,0,4,1,2,1289,5508,10
U27150,0,F,49,B,C,31,A,0,1,1,1,1,0,0,0,-1,1,3,5,5,7,-1,2,0,11,0,0,0,0,0,0,0,20,0,3,0,7,3,1,5835,4564,40
U27128,0,F,41,B,B,31,Z,17,0,0,1,0,1,1,1,1127,1,4,3,1,5,-1,2,6,7,0,0,0,1,7,0,1,-1,0,0,0,7,14,1,6179,6086,40
U27046,0,M,46,B,C,31,Z,15,1,1,1,1,1,0,0,-1,1,3,3,1,2,5,2,0,2,1,0,0,1,7,0,0,20,1,3,0,2,9,2,3778,322,20
U26916,0,F,35,B,B,30,~,8,0,0,1,1,0,0,1,1213,1,1,2,1,2,-1,2,4,0,1,0,0,1,3,0,0,20,1,5,0,7,5,1,2610,1633,20
U26765,0,M,41,A,C,31,,0,0,0,1,1,0,0,0,1176,0,-1,-1,1,3,-1,3,0,0,0,0,0,0,0,0,0,20,1,1,0,2,4,2,3930,4413,20
U26752,0,M,52,B,K,31,~,0,0,0,1,1,0,0,1,195,1,1,1,1,3,-1,4,4,0,0,0,0,0,0,0,0,10,0,1,0,2,1,1,211,4260,20
U26676,0,F,43,B,A,C,,13,0,0,1,0,1,0,1,1172,0,-1,-1,1,1,-1,4,3,0,0,0,0,0,0,0,0,20,1,3,0,4,1,2,5363,1631,20
U26604,0,F,57,B,B,30,,10,0,1,1,0,0,0,0,1218,0,-1,-1,1,3,2,3,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,1,1628,1609,20
U26603,0,M,34,A,F,G,,0,0,0,1,1,1,0,1,1188,0,-1,-1,1,3,-1,2,7,0,0,0,0,1,3,0,1,20,1,5,1,7,4,1,5240,1916,20
U26579,0,F,41,O,,Z,,2,0,0,1,1,1,0,1,1278,1,3,3,1,5,-1,2,5,5,0,0,0,0,0,0,0,20,1,3,1,4,3,1,3856,5660,40
U26529,0,F,37,B,C,31,~,0,0,0,1,1,1,0,0,-1,1,5,2,1,5,6,2,0,1,0,0,0,0,0,0,0,25,1,5,1,8,2,7,1961,4748,20
U26458,0,M,43,B,B,30,~,0,0,0,1,1,0,0,0,-1,1,1,-1,1,3,1,3,0,0,0,0,0,1,4,0,0,20,1,3,0,8,5,3,367,4960,10
U26262,0,F,43,A,B,Z,~,0,0,0,1,1,1,0,0,-1,1,3,3,1,6,-1,2,0,15,158,0,0,0,0,0,0,35,1,5,0,7,1,3,3380,4686,40
U26261,0,M,37,A,K,Z,~,0,0,1,1,1,1,0,0,276,0,-1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,20,1,4,0,7,1,3,711,4230,10
U26188,0,F,32,B,K,G,,1,0,0,1,1,1,0,1,1278,1,1,3,1,3,3,3,4,0,15,0,0,0,0,0,0,10,1,5,0,7,1,1,4771,2694,20
U26096,0,F,41,B,B,Z,,0,0,0,1,1,0,0,0,-1,1,2,2,1,3,7,3,0,1,7,0,0,0,0,0,0,10,1,3,0,5,2,1,4457,3529,20
U25719,0,F,37,A,C,31,~,0,0,0,1,1,1,0,0,-1,1,2,-1,1,4,1,2,0,0,0,0,0,0,0,0,0,35,1,3,0,7,2,4,5133,4533,20
U25699,0,M,39,B,B,30,,11,0,0,1,1,1,0,1,1193,0,-1,-1,1,2,-1,2,5,0,0,0,0,0,0,0,0,10,1,3,0,7,3,2,5059,3225,10
U25672,0,M,37,B,B,30,~,3,0,0,1,1,1,0,1,1061,1,3,2,1,5,4,3,5,4,12,0,0,0,0,0,0,20,0,3,0,4,2,1,2508,3287,10
U25664,0,M,37,B,Z,Z,~,0,0,0,1,1,1,0,1,89,1,2,4,1,1,-1,6,4,0,3,0,0,1,5,0,0,20,1,4,0,5,3,2,4318,307,20
U25427,0,F,39,B,B,30,~,4,0,0,1,1,0,0,0,-1,1,2,4,1,4,-1,3,0,0,73,0,0,0,0,0,0,10,1,1,0,5,3,1,2573,2548,20
U25400,0,F,38,B,B,30,,15,0,0,1,1,1,0,1,1204,1,2,3,1,2,-1,3,4,0,0,0,0,0,0,0,0,20,1,3,0,5,1,2,2866,2243,20
U25379,0,M,43,B,C,31,,0,0,1,1,1,1,0,1,90,0,-1,-1,8,3,-1,3,2,0,0,0,0,0,0,0,0,20,1,5,0,6,3,3,2605,2183,20
U25329,0,M,35,B,B,30,~,4,0,0,1,1,1,0,0,-1,0,-1,-1,1,3,-1,4,0,0,0,0,0,0,0,0,0,20,1,1,0,4,3,1,5955,3409,20
U25272,0,F,50,B,C,31,A,0,0,0,1,1,1,1,1,1190,1,3,2,1,6,-1,2,2,26,2,0,0,1,0,0,0,10,1,5,0,8,6,2,6298,4839,40
U25231,0,F,39,B,B,30,B,2,0,0,1,0,1,0,1,753,1,2,-1,1,5,-1,3,2,0,0,0,0,1,0,0,0,10,1,2,0,5,6,1,5935,4533,20
U24989,0,M,54,B,K,30,~,0,0,0,1,0,0,0,0,-1,0,-1,-1,6,5,3,3,0,0,0,0,0,1,4,0,0,20,1,3,0,5,4,1,4665,3713,20
U24982,0,M,48,B,B,Z,,0,0,1,1,1,1,0,1,1143,1,3,-1,2,5,-1,2,6,4,0,0,0,0,0,0,0,20,1,5,0,8,3,7,4636,4444,20
U24728,0,M,35,B,B,30,~,0,0,0,1,0,1,0,1,1217,0,-1,-1,6,3,-1,2,6,0,0,0,0,0,0,0,0,10,1,4,1,7,2,1,3001,4108,20
U24697,0,F,43,B,F,G,,0,0,1,1,1,1,0,0,-1,1,3,3,1,1,-1,3,0,0,0,0,0,0,0,0,0,20,1,3,0,6,1,2,2667,1559,20
U24595,0,F,44,B,B,30,A,1,0,0,1,1,1,0,0,843,1,4,4,1,3,10,6,0,23,11,0,0,1,2,0,0,10,1,4,0,5,3,1,7145,1503,20
U24535,0,F,46,B,B,30,,0,0,0,1,1,0,0,1,1210,1,3,4,5,5,7,3,6,2,10,0,0,0,0,0,0,20,0,3,0,3,8,3,6970,6086,40
U24441,0,M,41,B,B,Z,B,1,0,0,1,1,1,1,1,1278,0,-1,3,1,5,-1,2,7,0,0,0,0,1,0,0,1,20,1,4,0,7,13,2,6092,5813,40
U24437,0,F,57,B,Z,Z,~,0,0,0,1,1,0,1,0,-1,1,4,4,1,6,4,2,0,0,0,0,0,1,7,0,0,20,0,0,0,2,3,1,567,520,20
U24426,0,M,45,B,B,C,B,10,0,0,1,1,1,0,1,118,1,4,6,1,3,6,3,1,3,23,0,0,0,0,0,0,20,1,2,0,7,3,2,5836,4778,20
U24373,0,M,39,A,B,30,~,0,0,1,1,1,1,0,1,937,1,5,4,1,5,-1,6,1,52,0,0,0,1,5,0,0,20,1,3,0,8,6,6,5808,5416,40
U24073,0,M,41,B,B,30,,2,0,0,1,0,1,0,1,1203,1,2,4,1,5,-1,3,6,0,1,0,0,0,0,0,0,10,1,3,0,4,3,1,7070,5082,20
U24027,0,M,36,A,B,30,,4,0,0,1,1,1,0,1,875,1,2,2,1,3,2,3,2,0,0,0,0,1,3,0,0,10,1,1,0,3,1,1,878,4748,10
U23856,0,M,40,O,Z,Z,,13,0,0,1,0,1,0,1,1218,1,5,5,5,5,-1,2,5,2,0,0,0,0,0,0,0,10,1,3,0,7,2,2,3822,1655,20
U23832,0,M,41,B,B,30,,0,0,1,1,1,1,0,1,1278,1,3,4,8,6,-1,5,7,3,1,0,0,0,0,0,0,20,1,2,0,4,4,1,6600,3317,20
U23371,0,M,41,A,,Z,,2,0,0,1,1,1,0,1,1172,1,2,-1,2,4,-1,2,6,0,5,0,0,1,3,0,0,20,1,3,0,7,3,2,6034,5386,10
U23251,0,M,55,B,Z,Z,,8,0,1,1,1,1,0,0,1084,1,5,5,7,8,11,1,0,196,0,0,0,0,0,0,0,40,1,5,,8,3,1,2689,1628,40
U23091,0,F,34,B,F,G,~,12,0,1,1,1,1,0,0,-1,0,-1,-1,1,2,-1,5,0,0,0,0,0,0,0,0,0,10,1,5,0,4,2,2,4885,3195,20
U23008,0,M,46,B,B,30,A,0,1,1,1,1,1,0,0,-1,0,-1,3,5,5,6,2,0,0,0,0,0,1,5,0,1,55,1,5,0,8,6,3,6688,3103,40
U22865,0,M,53,B,B,Z,A,0,1,1,1,1,0,0,0,-1,0,-1,-1,3,6,5,2,0,0,0,0,0,0,0,0,0,20,0,1,0,7,2,1,5607,5386,40
U22823,0,M,38,B,A,C,C,0,1,0,1,1,0,0,1,1188,1,2,-1,1,4,-1,2,6,0,6,0,0,1,5,0,0,20,1,3,0,8,2,2,1640,1622,10
U22736,0,M,57,B,B,Z,,0,0,0,1,0,0,0,0,-1,1,4,4,7,6,-1,6,0,29,0,0,0,0,0,0,0,10,1,4,0,4,2,2,3980,4139,40
U22695,0,F,47,B,B,30,,10,0,0,1,1,0,0,1,672,0,-1,3,2,5,3,3,5,0,0,0,0,0,0,0,0,10,0,3,0,2,2,1,3692,4809,20
U22660,0,F,29,A,K,G,,0,0,0,1,1,1,0,0,-1,1,2,3,1,3,-1,3,0,0,1,0,0,0,0,0,0,20,1,4,0,7,6,1,3624,3621,40
U22625,0,M,50,B,A,C,C,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,3,-1,2,0,0,0,0,0,0,0,0,0,20,0,0,0,5,5,1,3452,2470,40
U22613,0,M,51,B,B,30,,4,0,1,1,1,1,0,0,-1,1,2,4,1,2,-1,2,0,0,0,0,0,0,0,0,0,20,1,5,0,8,2,2,2400,2812,40
U22494,0,M,57,B,F,G,,30,0,0,1,0,1,0,1,945,0,-1,-1,1,2,2,2,4,0,0,0,0,0,0,0,0,10,0,0,0,7,2,1,2657,2657,20
U22325,0,F,47,B,C,31,,0,0,0,1,1,0,0,0,-1,1,3,3,2,5,-1,3,0,10,0,0,0,0,0,0,0,10,0,1,0,2,3,1,5626,3925,20
U22231,0,F,38,A,B,30,~,6,1,1,1,1,0,0,1,1190,1,2,6,8,6,4,2,5,0,18,0,0,0,0,0,0,20,0,1,0,6,2,1,4568,3468,40
U22199,0,F,44,B,B,30,~,15,0,0,1,1,1,0,1,1058,1,4,4,1,7,6,2,1,6,4,0,0,1,3,0,0,20,1,1,0,3,1,2,5106,4595,40
U22109,0,M,43,B,Z,Z,~,0,0,0,1,1,1,0,0,793,0,-1,-1,7,7,4,2,0,0,0,0,0,0,0,0,0,10,0,0,0,7,1,1,4316,238,10
U21939,0,F,38,B,K,31,,5,0,0,1,1,0,0,0,-1,1,3,3,8,7,3,2,0,1,0,0,0,0,0,0,0,20,1,5,0,7,1,1,2241,3348,20
U21886,0,M,44,B,B,30,,7,0,0,1,1,0,0,0,-1,1,3,4,1,5,-1,3,0,4,0,0,0,0,0,0,0,10,0,1,0,4,2,1,3421,3529,20
U21813,0,F,39,B,C,31,~,6,1,1,1,1,0,0,0,-1,1,3,3,1,3,3,4,0,0,0,0,0,0,0,0,0,10,1,3,0,4,2,1,5833,4078,10
U21545,0,M,42,B,B,Z,,0,0,0,1,1,1,1,0,-1,1,2,5,1,5,-1,6,0,0,58,0,0,1,5,0,0,23,1,4,0,7,7,4,6863,5539,20
U21516,0,F,41,A,B,30,,3,0,0,1,0,0,0,1,294,1,3,3,1,7,8,2,4,13,0,0,0,1,5,0,0,10,1,1,0,4,3,1,6031,4748,40
U21433,0,M,39,B,B,30,,2,0,0,1,1,0,0,1,1179,1,3,4,1,5,4,3,6,19,20,0,0,0,0,0,0,20,1,1,0,3,7,2,6767,3774,20
U21415,0,M,38,B,B,30,B,0,0,0,1,1,1,1,1,264,0,-1,3,6,4,3,2,1,0,0,0,0,1,8,0,0,40,1,5,0,7,6,1,1909,3287,10
U21318,0,M,45,B,B,30,,5,1,1,1,1,1,0,0,-1,0,-1,5,6,5,-1,2,0,0,0,0,0,1,4,0,1,30,1,2,0,7,10,1,5037,4870,20
U21231,0,M,40,O,A,C,,9,0,0,1,0,0,0,0,1176,1,3,4,1,3,-1,2,0,0,0,0,0,0,0,0,0,10,1,5,0,8,2,2,4631,5235,20
U21188,0,F,37,A,B,30,,1,0,0,1,1,0,0,0,573,0,-1,4,1,2,-1,5,0,0,0,0,0,0,0,0,0,20,0,3,0,4,2,1,4506,4625,10
U21185,0,F,37,B,D,Z,A,0,1,1,1,1,1,1,0,1203,0,-1,3,6,3,-1,2,0,0,0,0,0,1,0,0,1,20,1,5,0,7,4,5,4358,4625,20
U21105,0,F,46,B,F,G,~,2,1,1,1,0,0,0,0,-1,1,2,3,8,6,9,2,0,11,0,0,0,1,7,0,0,10,0,1,0,7,2,1,3753,192,40
U20882,0,F,51,A,C,31,B,19,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,1,5,0,0,20,0,0,,3,58,1,4611,629,20
U20802,0,F,38,B,C,31,~,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,-1,2,0,0,0,0,0,0,0,0,0,35,1,4,0,7,1,2,4132,4717,10
U20616,0,M,44,B,A,C,,16,1,1,1,1,1,0,0,-1,1,5,3,6,5,6,2,0,0,0,0,0,0,0,0,0,25,1,5,0,7,2,1,3337,2016,20
U20491,0,M,35,B,C,31,,0,1,1,1,0,1,0,1,1208,0,-1,-1,7,3,4,2,5,0,0,0,0,1,4,0,0,35,1,4,,7,1,2,2922,2071,20
